AUTHOR,TOTAL BOOKS,BOOK TITLES
"Isaacson, Walter",1,Steve Jobs
Itrat Jahan,1,"Physics,class12"
"Iyer, R",1,Maths lab activities
"Iyer, R.",1,Maths lab Activities
J.C.Nijhawan,4,"Mathematics 10,Mathematics 9,Maths Beyond 6,Maths Beyond 7"
J.J.Matto,1,"Mathematics,class 12"
J.K.Gangal,4,"A Practical Course for Developing Writing Skills in English,A practical course in Effective english speaking skills,A practical course in Spoken english with CD,Competitive English; for professional courses"
J.K.Gangal; Madhulika Singh,1,A Practical Course in Interactive English Grammar for effective communication
"J.P.Mohindru, Bharat Mohindru",2,"Modern''s abc of Mathematics part- 1,Modern''s abc of Mathematics part- 2"
"Jacob, A",1,Science :Laboratory Skills
"Jacob, A and Jain, M",2,"Laboratory Skills Science,Laboratory Skills Science"
"Jacob, A; Jain, Mukesh",1,Laboratory skills science: class 9
"Jacob, C",11,"English first :coursebook 6,English first 8,English First Coursebook,English First Coursebook,English First Coursebook,English First Coursebook,Real English : A multi skill Language Course,Real english 6,Real English Coursebook,Real English Coursebook,Real English Supplementary Reader"
"Jahar, S P",5,"ABC od Science and Technology : Chemistry,ABC od Science and Technology : Chemistry,ABC of Science Chemistry,ABC of Science Chemistry,Science Technology: Chemistry"
"Jahar, S P , Wadhawan, K L and Chhiber, J S",1,ABC of Science
"Jahar, S P and Jahar, R",2,"ABC of Science,Science"
"Jahar, S P, wadhawan, K L and Chibber, J S",1,ABC od Science and Technology
"Jahur, S P",1,Science and Technology: Chemistry
"Jain, A",20,"CBSE Question Bank social science term 2,Computer Ahead,Computer ahead,Computer Ahead,Computer Ahead,Computer Ahead,Computer ahead,Computer ahead,Computer Ahead : Information Technology,Computer Ahead : Information technology,Computer Ahead: Information Technology,Computer Ahead: Information Technology,Map Expert : Geography,Map Expert Geography and history,Map Expert: Geography and History,Map Expert: Geography and History,New approach to Science 6,New approach to science 7,Social Science 10,Together with social science 10"
"Jain, A and dutta, S",1,Social Science
"Jain, A.",5,"Computer Ahead,Computers Ahead : Information Technology,ComputersAhead : Information technology,We are the World : A book on environmental Studies,We are the World : A book on environmental Studies"
"Jain, A.K.; Gupta,Vipin",3,"Basic health and physical education,Basic health and physical education,Basic health and physical education"
"Jain, Chandrakanta; Jagya, Kamlesh",9,"Madhuram : pathyapustak 5,Madhuram: hindi text cum workbook, class 1,Madhuram: hindi text cum workbook, class 2,Madhuram: hindi text cum workbook, class 3,Madhuram: hindi text cum workbook, class 4,Madhuram: hindi text cum workbook, class 5,Madhuram: hindi text cum workbook, class 6,Madhuram: hindi text cum workbook, class 7,Madhuram: hindi text cum workbook, class 8"
"Jain, D P",1,Statistics for Economics
"Jain, D.",1,Mouing Ahead with Social Studies
"Jain, Deepika",5,"Learning maths,Learning maths,Learning maths,Learning maths,Learning maths"
"Jain, Gunjan",2,"Super20 mathematic sample papers: class 12,Super20 Mathematics Sample Papers"
"Jain, J.",1,Computers Ahead : Information Technology
"Jain, Kavita",8,"Morni hindi pathamala: class 1,Morni hindi pathamala: class 2,Morni hindi pathamala: class 3,Morni hindi pathamala: class 4,Morni hindi pathamala: class 5,Morni hindi pathamala: class 6,Morni hindi pathamala: class 7,Morni hindi pathamala: class 8"
"Jain, Laxmi; Saxena, Sujata",4,"Parivesh : pathmala 5,Parivesh : pathmala 5,Parivesh hindi pathamala: class 3,Parivesh hindi pathamala: class 4"
"Jain, M.",1,Schoar Book of General Knowledge
"Jain, Manju",2,"Abhayash pustika ruchira prathamo  bhag: class 6,Abhayash pustika ruchira prathamo  bhag: class 8"
"Jain, Manju Jitendra",4,"Dinesh GK general knowledge: know ''n'' grow series, class 1,Dinesh GK general knowledge: know ''n'' grow series, class 2,Dinesh GK general knowledge: know ''n'' grow series, class 4,Dinesh GK general knowledge: know ''n'' grow series, class 8"
"Jain, N",1,Mathematics: Lab Manual
"Jain, N?et al.",1,kites Reader 1
"Jain, N.",2,"Kites Readers,Simplified Maths"
"Jain, Neerja",1,Kites; Corsebook
"Jain, P",5,"Madhur : pathmala 6,My Big book od social Studies,My Big Book of Social studies,My Big book of social Studies,My book of Social studies"
"Jain, Pradeep Kumar",15,"Garima : pathmala 5,Garima : pathmala 5,Garima supprot book,class 3,Garima supprot book,class 4,Garima supprot book,class 5,Garima supprot book,class 6,Garima supprot book,class 7,Garima supprot book,class 8,Garima:text-cum-workbook, class 3,Garima:text-cum-workbook, class 4,Garima:text-cum-workbook, class 5,Garima:text-cum-workbook, class 6,Garima:text-cum-workbook, class 7,Garima:text-cum-workbook, class 8,Madhup Hindi Pathmala"
"Jain, R",7,"Early Learners Numbers,Environmental Studies,Mathematics Lab Manual,Nayi udaan : Pathmala 6,Reasoning and Aptitude 6,Reasoning and Aptitude 8,Reasoning Aptitude 7"
"Jain, R and Bedi, H",4,"Nine plus one Sample papers English Core,Together With English Core,Together with English core Assignments,Together with English core solution"
"Jain, R and Sabharwal, K",1,Sample Question Papers English Communicative Term-1
"Jain, R K",15,"Gulliver Travels: Jonathan Swift,Gulliver Travels: Jonathan Swift,Gullver''s Travels: Jonathan swift Term 1-2,Integrated Social Science,Integrated Social science,Integrated Social Science: History, Geography and Social and Political Life,Invisible man: H.G. Wells,Social Science: History, Geography, and Civics,The canterville ghost: Oscar Wilde,The Diary of a Young Girl: Anne Frank,The Diary of Young Girl: Anne Frank  Term 1-2,The story of my Life,The story of my Life: Helen Keller,Three Men in a Boat: Jerome K Jerome,Three Men in a Boat: Jerome K Jerome"
"Jain, R K and Reddy K v N",1,"Social Science: History, Geography, and Civics"
"Jain, R.K.",2,"Integrated Social Science,Social Science : History , Geography , Civics"
"Jain, Rachana",3,"Together with  English core : support material for CBSE examination 2016,Together with  English core solution: support material for CBSE examination 2016,Together with English core assignments: support material for CBSE examination 2016"
"Jain, Rachana; Sharma, Neeta",4,"Together with English communicative solution , term 2, Class 9,Together with english communicative with solution: term 2, class 9,Together with English communicative, term 2 ,Class 9,Together with english communicative: term 2, class 9"
"Jain, Ritu",1,Project work: Accountancy and Business study
"Jain, S K",8,"Chemistry 10,comact Chemistry,comact Chemistry,Compect Chemistry,Science,Science Practice Book with Lab Activity,Science Practice Book with Lab Activity,Science: Practice Book with Lab Activity"
"Jain, S K and Jain, S",3,"Information Technology 10,Information Technology 9,Science"
"Jain, S.K & Jain Shailesh",6,"Conceptual Chemistry, volume -1, class 11,Conceptual Chemistry, volume -1, class 12,Conceptual Chemistry, volume -2, class 11,Conceptual Chemistry, volume -2, class 12,Physics,Physics 10"
"Jain, S.K.",4,"Information technology  10,Information Technology 9,Science,Science class 7"
"Jain, Shashi",1,"Together with hindi B  with solution: term 2, class 9"
"Jain, Shashi; Chavla, Veena",1,"Together with hindi B  with solution: term 2, class 10"
"Jain, T R and Ohri, V K",2,"Introductory Macroeconomics,Introductory Macroeconomics"
"Jain, T T; Ohri, V K",2,"Indian economic development: class 11,Statistics for economics: class 11"
"Jain, V K",2,"Computer,Computer with a smile"
"Jain, V. K.",1,Holy Faith Computer
"Jain, Vikas; Jha D.K.",1,JEE main soved papers 2014-2002
"Jain, Virendra",4,"CCE made simple Hindi A,Term-2,CCE made simple Hindi A,Term-2,CCE made simple Hindi A,Term-2,Utkarsh : pathmala 6"
"Jain,A.",1,Map Expert
"Jain,Chandrakanta",1,Madhuram
"Jain,Shashi & Chawa,Vina",2,"Sample papers : Hindi B, term 2,Together with Hindi B with solution, term 2: for CBSE examination 2016"
"Jain,T.R.; Ohri, V.K.",4,"Indian economic development,Introductory Macroeconomics,Introductory Microeconomics,Statistics for economics"
"Jain,Virendra",1,Utkarsh textbook
Jain. Govind S.,5,"Wow an activity based general knowledge: class 1,Wow an activity based general knowledge: class 2,Wow an activity based general knowledge: class 3,Wow an activity based general knowledge: class 4,Wow an activity based general knowledge: class 6"
"Jaini, C",3,"ABC of Computer,ABC of Computers,Abc of Information Technology"
"Jaini, C.",1,ABC of Computers
"Jaisari , F.",3,"Now Easy Grammar and Composition,Periwinkle English Grammar & Composition,Periwinkle English Grammar & Composition"
"Jaisingh, Sunita",4,"Mathematics 6,Mathematics 7,Practice questions in mathematics 7,Practice questions in mathematics with model test papers: class 8"
"Jaiswal, J N and Singh, R",8,"Physics Activities,Physics Activities,Practical in Physics,Practical physics,Practical physics,Practical physics,Practical physics,Practicle Physiscs"
"James, E D?et al",1,New Science Ahead 6
"James, E D?et all",4,"Succees with Science ahead,Success with science ahead,Success with science ahead,Success with science ahead"
"James, Hazel",1,Book of quotations
"Janaky, R",1,On the xpressway
"Jani, C",1,ABC of Computers
Jasvinder Kaur,1,Science
"Jauhar, M.",2,"Fun with computer science,Science"
"Jauhar, S P?et all",2,"ABC of Science and Technology,ABC of Science and Technology"
"Jauhar, S.P.",9,"Modern abc of Chemistry part  2, class 11,Modern abc of Chemistry part 1, class 11,modern abc of chemistry-Part-1,modern abc of chemistry-Part-2,modern abc of chemistry-Part-2,Modern''s abc of chemistry, part 1, class 11,Modern''s abc of chemistry, part 1, class 12,Modern''s abc of chemistry, part 2, class 11,Modern''s abc of chemistry, part 2, class 12"
"Jauhar,S.P.",1,"Modern abc of chemistry part,1"
"Jayaea, Lakshmi; Basu, Srila",1, Happiness; treasure within
Jayakaran I,1,Student English Grammar
Jayashree Vipin,3,"Maths Xpress 7,Maths xpress, class 6,Maths xpress, class 7"
"Jerath, R",2,"Self Master of Physics,Self Master of Physics"
"Jerath, S.",1,Together with Hands-On-Grammar
"Jerom,Jerom",1,Three men in a Boat
"Jerome, Jerome K",1,Three men in a boat
"Jerome, Jerome K.",7,"Three men in a boat,Three men in a boat,Three men in a boat,Three men in a boat,Three men in a boat, class 9,Three Men in a Boat: Jerome K Jerome,Three Men in a Boat: Jerome K Jerome"
"Jerome, K J",2,"Three Men in a Boat: Jerome K Jerome,Three Men in a Boat: Jerome K Jerome"
"Jha, A K",10,"Political science,Sample Question Papers Social Science Term-1,Science success,Science Success 6,Science Success 7,Science Success 7,Science Success 8,Science Success 8,Science Success 8,Science success 8"
"Jindal, B R and Gupta, U",1,Biology : Practical Book
"Jindal, N",1,Sample Question Papers: Science Term-1
"Jindal, Neha",2,"Practical approach in physics,Science workbook : practice material 7"
"Johar, P and Ramachandran, G",1,A new Leaf : Main Course book in English
"Johri, S",6,"Foundation of Information technology,Gateway to cyberworld,Gateway to cyberworld,Gateway to cyberworld,Gateway to cyberworld,Gateway to cyberworld"
"Johri, Shashank",1,Foundation of information theory
"Jos, KV and JOB, S",1,Begineer''s Social Studies : Introductory
"Jose, K V and Job S",1,Beginner''s Social studies
Joseph C. J.,1,Living Values
"Joseph, B",7,"Connect with Computers,Connect with Computers,Connect with Computers,Connect with Computers,Connect with Computers,Connect with Computers,Connect with Computers"
"Joseph, C J",8,"Living Values,Living Values,Living Values,Living Values,Living Values,Living Values,Living Values,Living Values"
"Joseph, C. J.",3,"Living values,Living values,Living values"
"Joseph, N and Latha , A",1,General Science
"Joseph, N.",2,"Focus science 8,General Science"
Joshi Rama,1,Goyal''s assignments in english language & literature
"Joshi, A",1,Activity world
"Joshi, Amit",1,Chapterwise solved paper in Computer Science
"Joshi, Amit: Gaikwad, Neetu",1,"10 sample question papers foundation of information technology: term 2, class 9"
"Joshi, Dhiren M.",3,"General knowledge,General knowledge online,Learning science"
"Joshi, G S?et all",1,Science: Lab Manual & Practical Skills
"Joshi, L",1,Super20 english core sample papers: class 12
"Joshi, R. And Wanchoo, I L",2,"The Hound of the Baskervilles: Arthur convan Doyle,The story of my Life"
"Joshi, R., Wanchoo, I L and Raina, B B",5,"The canterville ghost: Oscar Wilde,Up From Slavery: Booker T.Washington,Up From Slavery: Booker T.Washington,Up From Slavery: Booker T.Washington,Up from slavery: Booker T.Washington"
"Joshi, S",1,Gateway to cyberworld
"Joshi, V and Tuagi, P",1,Health and Physical Education
"Joshi, Vijayant",1,Health and physical education
"Joshi,Guradev Singh",2,"Science, Term-1,Science, Term-2"
"Joshua, Swarna",5,"Tune in to grammar fine tune your language: class 1,Tune in to grammar fine tune your language: class 2,Tune in to grammar fine tune your language: class 3,Tune in to grammar fine tune your language: class 6,Tune in to grammar fine tune your language: class 8"
"Joveria, S",2,"Physics Today,Physics today, class 10"
K. Alamelu,1,Success with mathsahead
K.C.Sinha,1,"Mathematics,class 12"
Kakalios James,1,The physics of everyday things
"Kakkar,Alka",2,"Grammar time,Grammar time"
"Kalam, A.P.j.  Abdul",4,"Ignited minds,India 2020,Reignite:scientific pathways to a brighter future,Wing of fire: autobiography"
Kalpana,3,"Environmental Studies,Learning maths 6,Vyakran Sopan: Hindi Course B,Class 9"
"Kalpana,",2,"Environmental Studies,Knowhow general knowledge 3"
"Kalra, P. S.",1,Mathematics Laboratory Skills
"Kalra, P.S, Nayar, S and Omlata",2,"Mathematics: Laboratory Skills,Mathematics: Laboratory Skills"
"Kalra, P.s.",4,"Laboratory skill Mathematics,Laboratory skill Mathematics,Laboratory skill Mathematics,Laboratory Skills Mathematics"
"Kanakai, M B and Agte R V",1,Mathematics
"Kandhari, M",1,Joy of Knowledge
"Kandhari, MK",1,Joy of knowledge
"Kandhri, M M",1,Ultimate Environmental Studies
"Kandula, S.",1,Arrow Environmental Studies
"Kanigel,Robert",1,Man who knew Infinity: life of the genius Ramanujan
"Kannan, J.",2,"Avenues : A Course on Developing english skill,The grammar connect 6"
Kanpuria,1,How? What? Why? My Book Of General Knowledge
"Kanungo, Neeti",5,"New school maths: class 1,New school maths: class 2,New school maths: class 3,New school maths: class 5,New school maths: class 7"
"Kanupriya,",1,How ? What ?Why ? : My book of General Knowledge
"Kapil, P N, Tyagi, P and Kumar, S",2,"Visualised Science,Visualised Science"
"Kapil, P N., Tyagi, P and Kumar, S",4,"Science,Science,Science: Alog with value based question,Science: Alog with value based question"
Kapoor A,3,"General Knowledge,General Knowledge,Super refresher chemistry 11"
"Kapoor, A",1,General Knowledge
"Kapoor, A.",1,Jeevandeep general knowledge
"Kapoor, Krushan Gopal",7,"Nandini hindi pathypustak:  part A and B, class 1,Nandini hindi pathypustak: class 2,Nandini hindi pathypustak: class 3,Nandini hindi pathypustak: class 4,Nandini hindi pathypustak: class 5,Nandini hindi pathypustak: class 6,Nandini hindi pathypustak: class 8"
"Kapoor, S",1,Essential Grammar & Composition
"Kapoor, S.",1,More Values : A book of value education & life skills
